anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
39017,Kyokou Suiri,6.96,"Mystery, Demons, Supernatural, Romance, Shounen",In/Spectre,虚構推理,"Hidden in plain sight, spirits known as youkai inhabit the world. While most are benign, a certain subset threatens the tenuous peace between youkai and humanity. Ever since she agreed to become their ""God of Wisdom,"" Kotoko Iwanaga has served as a mediator between the two realms, resolving any supernatural problems that come her way. At a local hospital, Kotoko approaches Kurou Sakuragawa, a university student whose long-term relationship ended with an unfortunate breakup. Kotoko harbors feelings for him and suspects that something supernatural lurks within his harmless appearance, so she asks Kurou for his assistance in helping out youkai. Two years later, news of an idol who was accidentally crushed to death by steel beams flooded the press. However, months later, sightings begin to tell of a faceless woman who wields a steel beam. As is the case for any supernatural problem, Kotoko and her partner set out to stop this spirit from wreaking havoc—but this case may prove to be far more sinister and personal than they could have ever thought.",TV,12,"Jan 12, 2020 to Mar 29, 2020",Winter 2020,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, GYAO!, BS NTV, Crunchyroll SC Anime Fund, Marui Group",Unknown,Brain's Base,Manga,24 min. per ep.,R - 17+ (violence & profanity),3778,552,262705,923,33896,130014,9232,16318
39029,Mr. Shadow,6.51,Supernatural,Unknown,ミスター・シャドウ,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,TV,3,"Jan 10, 2019 to Jan 24, 2019",Winter 2019,Fuji TV,Unknown,Unknown,Original,42 sec. per ep.,G - All Ages,15688,14023,258,1,17,43,9,76
39184,A3! Season Spring & Summer,7.14,"Slice of Life, Drama",A3! Season Spring & Summer,A3! SEASON SPRING & SUMMER,"Home to countless street acts and performances, Veludo Way attracts those interested in watching professional actors. After receiving a mysterious letter, Izumi Tachibana arrives at the venue where her father directed a once-popular theater group, Mankai Company, but learns that the building is about to be repurposed due to excessive debt. At the last minute, she convinces the debt collector to give the ensemble one more chance. He is willing to accept but on three conditions: their debut show must be successfully produced by the following month, the four all-male sub-troupes must be reinstated, and the debt must be paid off within a year. To top it off, Izumi herself must become the director. With no time to lose, Izumi quickly gathers five people for the Spring Troupe: Sakuya Sakuma, an enthusiastic high school student; Masumi Usui, a boy infatuated with Izumi; Tsuzuru Minagi, an aspiring playwright; Itaru Chigasaki, a mature office worker; and Citron, a friendly foreigner. Though they have little or no experience in acting, it's up to Izumi to train and prepare them for a performance that will restore Mankai Company to its former glory.",TV,12,"Jan 14, 2020 to Jun 23, 2020",Winter 2020,"Pony Canyon, Liber Entertainment",Funimation,"P.A. Works, Studio 3Hz",Game,23 min. per ep.,PG-13 - Teens 13 or older,3010,3660,20153,222,2621,5880,951,1452
39388,Koisuru Asteroid,6.87,"Slice of Life, Comedy, School",Asteroid in Love,恋する小惑星〈アストロイド〉,"In a fateful childhood encounter, Mira Kinohata met a stargazing dreamer named Ao Manaka. Though their time together was short, Ao showed Mira the wonders of astronomy, from orbiting planets to distant stars. Before they parted, Mira learned that a star with her name exists, but there are none with Ao's. And so, she forged a promise: one day, she would discover a new asteroid and name it after Ao. Years later, Mira is still fascinated with astronomy. Now in high school at Hoshizaki Academy, she tries to join the Astronomy Club. Unfortunately, she finds out that the club has been merged with the Geology Club to form a single Earth Sciences Club. She joins this new club and finds a pleasant surprise—she reunites with Ao after years of separation. Alongside their new clubmates, Mira and Ao begin their journey together to fulfill their promise. How hard could it possibly be to find an asteroid?",TV,12,"Jan 3, 2020 to Mar 27, 2020",Winter 2020,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign",Unknown,Doga Kobo,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,4175,2010,59816,249,7375,22319,2914,6986
39534,Jibaku Shounen Hanako-kun,7.78,"Comedy, School, Shounen, Supernatural",Toilet-bound Hanako-kun,地縛少年花子くん,"The famous ""Seven Wonders"" that every school seems to have are a staple of Japanese urban legends. One of the most well-known of these tales is that of Hanako-san: the ghost of a young girl who haunts the school's bathrooms. Kamome Academy has its own version of Hanako-san's legend. Rumors claim that if one successfully manages to summon Hanako-san, she will grant her summoner any wish. Lured by the gossip, many people have tried to call upon her, yet every attempt has failed. However, when Nene Yashiro, a girl hoping for romantic fortune, dares to summon Hanako-san, she discovers that the rumored ""girl"" is actually a boy! After a series of unfortunate events involving Nene's romantic desires, she is unwillingly entangled in the world of the supernatural, becoming Hanako-kun's assistant. Soon, she finds out about Hanako-kun's lesser-known duty: maintaining the fragile balance between mortals and apparitions.",TV,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed",Funimation,Lerche,Manga,24 min. per ep.,PG-13 - Teens 13 or older,859,501,284905,6788,35581,149379,11783,13265
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,"Drama, Magic, Fantasy",Mushoku Tensei:Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"Despite being bullied, scorned, and oppressed all of his life, a thirty-four-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents. Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend. As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love.",TV,11,"Jan 11, 2021 to ?",Winter 2021,Egg Firm,Funimation,Studio Bind,Light novel,23 min. per ep.,R - 17+ (violence & profanity),172,438,319654,5411,213381,39,2791,2584
39551,Tensei shitara Slime Datta Ken 2nd Season,8.06,"Comedy, Fantasy",That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件,Second season of Tensei shitara Slime Datta Ken .,TV,12,"Jan 12, 2021 to 2021",Winter 2021,Unknown,Unknown,8bit,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,461,402,341178,4258,173043,35,2680,1235
39575,Somali to Mori no Kamisama,7.82,"Adventure, Slice of Life, Demons, Drama, Fantasy",Somali and the Forest Spirit,ソマリと森の神様,"In a world inhabited by demons, cyclopes, and other fantastic creatures, humans stand apart as the outcasts. Quick to anger, the human race engaged in a war that all but wiped them out. The few humans that remain are seen as a delicacy, serving no purpose but to be hunted down and eaten. One day, Golem, a wandering protector of nature, encounters a lone human child while patrolling. Inspired by her enthusiasm, he takes the girl, named Somali, under his wing. Together, the duo embarks on a journey to find Somali's parents and bring her home.",TV,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Movic, North Stars Pictures, JY Animation, Crunchyroll SC Anime Fund, CA-Cygames Anime Fund, HORNETS, Mixer",Unknown,Satelight,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,802,774,193956,1182,26869,84732,9327,10636
39583,number24,6.63,"Sports, School",number24,number24 ナンバー・トゥーフォー,"Natsuza Yuzuki has been playing rugby as a left-winger ever since he was a child. After enrolling in Doushisha University, he quickly becomes a rising star in the Kansai University League. His dreams are shattered, however, when a nasty motorbike accident leaves him with a spinal hernia—making him unable to be able to play rugby ever again. With no role available other than the position of manager, he accepts his new post and hopes his squad can obtain a league title. Yuzuki's team is an unlikely group, including his stoic best friend and full-back Seiichirou Jingyouji; hot-headed first-year Yasunari Tsuru, who harbors a strong dislike for Natsuza, filling his senior's old position as left wing; and Yuu Mashiro, who is struggling to hold his ground as a scrum half. Despite Natsuza putting his all into training his team for a league title, their squad still feels incomplete. A year ago, Ibuki Ueka, the genius fly-half that was once Doushisha's ace, suddenly quit rugby—and now Natsuza is determined to get him back.",TV,12,"Jan 8, 2020 to Apr 15, 2020",Winter 2020,"Movic, Magic Capsule, Tokyo MX, Mime Corporation, it's",Unknown,PRA,Original,23 min. per ep.,PG-13 - Teens 13 or older,5229,2954,30782,165,3511,10052,1137,2830
39586,Hataraku Saibou!!,7.45,"Comedy, Shounen",Cells at Work!!,はたらく細胞!!,"The cells of the human body never rest for too long; there's always something new to do and learn every day. At least, that's what Hakkekkyuu U-1146 feels as he rushes to and fro, searching for any pathogens that could cause harm to the body. Despite his dangerous line of work, it's all worth it to protect the happy smiles of Sekkekkyuu AE3803, the platelet crew, his fellow neutrophils, and the other cells he meets along the way. In his latest pathogen-hunting adventures, Hakkekkyuu U-1146 discovers how important cells can sometimes make mistakes, and that not all bacteria are actually bad. Everybody has their bad days, but everything eventually works out when their comrades have their backs. In the end, it's just another normal day for these hardworking cells!",TV,8,"Jan 9, 2021 to Feb 26, 2021",Winter 2021,"Aniplex, Kodansha, Magic Capsule",Aniplex of America,David Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1693,1000,149393,425,52646,5700,2621,1585
